10065,"['010602', '011000', '011401', '011402', '011600', '011800', '012000', '012200']"
10453,"['005300', '020501', '020502', '021501', '021502', '021700', '022701', '023301', '023501', '023704', '023900', '024100', '024300', '024501', '024502', '024700', '024900', '025100', '025500']"
10452,"['006300', '018900', '019300', '019500', '019700', '019900', '020100', '020900', '021100', '021301', '021302', '021700', '021900', '022101', '022102', '022300', '022702']"
10451,"['005100', '005902', '006100', '006300', '006500', '006700', '006900', '007100', '014100', '014300', '017300', '018301', '018302']"
10457,"['016500', '016700', '016900', '022500', '022703', '022901', '022902', '023100', '023302', '023502', '036901', '036902', '037100', '037300', '037504', '037900', '038100', '038301', '038302', '038500', '039100', '039300', '039500']"
10456,"['007100', '007500', '007700', '013100', '013300', '013500', '014100', '014300', '014500', '014701', '014702', '014900', '015100', '016900', '017300', '017500', '017701', '017702', '017901', '017902', '018101', '018102', '018302', '018500', '022500']"
10455,"['001900', '003100', '003500', '003700', '004300', '006500', '006700', '006900', '007100', '007300', '007500', '007700', '007900', '008300', '008500', '009300']"
10454,"['001900', '002300', '002500', '002701', '002702', '003100', '003300', '003500', '003900', '004100', '004300', '005100']"
10459,"['007700', '008500', '008700', '008900', '011900', '012101', '012102', '012300', '012500', '012701', '012901', '013100', '013300', '013500', '015100', '015300', '015700', '015900']"
10458,"['023702', '033400', '038301', '038302', '038500', '038700', '038900', '039100', '039300', '039700', '039901', '039902', '040302', '040501', '040502', '040702', '041300', '041500', '042500']"
11232,"['000200', '001800', '008200', '008400', '008800', '009000', '009200', '010100', '014300', '014500']"
11233,"['027300', '027500', '029500', '029700', '029900', '030100', '030300', '030700', '035900', '036100', '036300', '036501', '036502', '036700', '036900', '037100', '037300', '037500', '037700', '037900', '038100', '038300']"
11385,"['053500', '053900', '054500', '054700', '054900', '055100', '055300', '055500', '055700', '055900', '056100', '056500', '056700', '057700', '057900', '058100', '058300', '058500', '058700', '058900', '059100', '059300', '059500', '060300', '061301', '062100', '062300', '062500', '062700', '062900', '063301', '063302', '063500', '063700', '063900']"
11234,"['063600', '064000', '064400', '064600', '064800', '065000', '065200', '065400', '065600', '065800', '066000', '066200', '066600', '067000', '067200', '067400', '067600', '067800', '068000', '068200', '068600', '068800', '069000', '069200', '069601', '069602', '069800', '070000', '070201', '070202', '070600', '072000', '072200', '072400', '072600', '072800', '073000', '073200', '073600', '073800', '074600', '093200', '094401', '094402']"
11235,"['035400', '035602', '036001', '036002', '036200', '036400', '036600', '037000', '037401', '058800', '059000', '059200', '059401', '059402', '059600', '059800', '060000', '060600', '060800', '061002', '061003', '061004', '061200', '061600', '062000', '062200', '062600', '062800']"
11237,"['040900', '042700', '042900', '043100', '043300', '043500', '043700', '043900', '044100', '044300', '044500', '044700', '044900', '045300']"
11218,"['017100', '017700', '022400', '022600', '022800', '023000', '023200', '047800', '048000', '048200', '048400', '048600', '048800', '049000', '049200', '049400', '049600', '049800', '050000', '050202', '050400', '050600', '052000', '052600', '150200', '152200']"
10280,"['031703', '031704', '031900']"
11379,"['050500', '050700', '060100', '060300', '060701', '061301', '061302', '061900', '062100', '065501', '065702', '065703', '065900', '066100', '066300', '066501', '066701', '066900', '067100', '067700', '067900']"
11378,"['019900', '020500', '021900', '022900', '049301', '049302', '049500', '049700', '051100', '051300', '051500', '051700', '052100', '052500', '053100', '053500', '059500', '059900', '060100', '060701', '066701', '066900']"
11102,"['006300', '006501', '006900', '007100', '007300', '007900', '008100', '008300', '008700', '009100', '009500', '009700', '009900', '012500']"
11103,"['005900', '006100', '006300', '006501', '006502', '012500', '014100', '014300', '014500', '014700', '014900', '015100', '015300', '015500', '015700', '015900', '016100', '016300', '029700']"
11377,"['014100', '016300', '016900', '018300', '018501', '018502', '018700', '020500', '022900', '023500', '024300', '024500', '024700', '024900', '025100', '025301', '025302', '025500', '025700', '025900', '026100', '026300', '026500', '029100', '029300', '029500', '029700', '029900', '030902', '048300', '048500', '048900', '049301', '051300', '051500']"
11101,"['000100', '000700', '001900', '002500', '003100', '003300', '003700', '003900', '004300', '005100', '005500', '005700', '008500', '015700', '015900', '016100', '016300', '017100', '017900', '018700', '018900', '019900']"
11106,"['003300', '003700', '003900', '004300', '004500', '004700', '005100', '005300', '005500', '005700', '005900', '006100', '007300', '007500', '007700', '008100', '008500']"
11370,"['000100', '012301', '013500', '030902', '030903', '030904', '031700', '032700', '032900', '033700']"
11104,"['016900', '017100', '017900', '018101', '018102', '018300', '018501', '018502', '018700', '018900', '023500', '025301']"
11105,"['009700', '010100', '010300', '010500', '010701', '011100', '011300', '011500', '011700', '011900', '012100', '012301', '013500', '013700', '031700']"
11375,"['038302', '043701', '064500', '070700', '070900', '071100', '071303', '071304', '071305', '071306', '071900', '072100', '072300', '072900', '073100', '073700', '073900', '074100', '074300', '074500', '074700', '074900', '075701', '075702', '076901', '076902']"
11374,"['050500', '063700', '067900', '068700', '069300', '069500', '069701', '069702', '070300', '071100', '071304', '071306', '071701', '071702', '071900', '072100']"
11229,"['054600', '054800', '055000', '055200', '055400', '055600', '055800', '056000', '056200', '056400', '056600', '056800', '057000', '057200', '057400', '057600', '057800', '058000', '058200', '058400', '058600', '059200', '059401', '059402', '062600', '062800', '063200', '063800', '064000', '064200', '064400', '066600', '075600']"
10040,"['026900', '027300', '027500', '027700', '027900', '028100', '028300', '028500', '028700', '029100']"
11228,"['013200', '014000', '014800', '015000', '015200', '015400', '016600', '016800', '017000', '017200', '018400', '018600', '018800', '019000', '019600', '019800', '020000', '020200', '020400', '020600', '020800', '026200']"
10044,"['023801', '023802']"
11201,"['000100', '000301', '000501', '000502', '000700', '000900', '001100', '001300', '001500', '002100', '002300', '002901', '003100', '003300', '003700', '004100', '004300', '004500', '004700', '004900', '006900']"
11203,"['072600', '080600', '080800', '081000', '081400', '081600', '081800', '082400', '082600', '083000', '083200', '083400', '083600', '083800', '084000', '084600', '084800', '085000', '085200', '085400', '085600', '085800', '086000', '086200', '086400', '086600', '086800', '087000', '087200', '087401', '087600', '087800', '088000', '093200', '093600', '093800', '094401', '094600']"
10128,"['014402', '014602', '014802', '015002', '015200', '015400', '015601', '015602', '015801', '015802', '016001']"
11205,"['002901', '018100', '018300', '018501', '018700', '019100', '019300', '019500', '019700', '021100', '023300', '023500', '024100', '024300', '054300', '123700']"
11204,"['018800', '024200', '024400', '024600', '024800', '025200', '025400', '025600', '025800', '026000', '026200', '026400', '026600', '026800', '027400', '043000', '043200', '043400', '043600', '043800', '044000', '044600', '044800', '046202', '046400', '046800', '047000', '047200', '047400', '047600', '047800']"
11207,"['036700', '036900', '040100', '040300', '040500', '040700', '040900', '041100', '041300', '043700', '098200', '107000', '107800', '109800', '110400', '110600', '111000', '111600', '112000', '112200', '112400', '112600', '112800', '113000', '113200', '113400', '114201', '114202', '114400', '114600', '115000', '115200', '115600', '115800', '116000', '116200', '117000', '117201', '119800']"
11206,"['025300', '025500', '025700', '025901', '025902', '026100', '028100', '028300', '028501', '028502', '028700', '028900', '038900', '039100', '042300', '042500', '045300', '048500', '048900', '049100', '049300', '049500', '050300', '050500', '050700', '050900', '051100', '051300', '052900', '053100']"
11209,"['003400', '003600', '003800', '004400', '004600', '005000', '005201', '005202', '005400', '005601', '005602', '005800', '006000', '006200', '006400', '006600', '006800', '013000', '013400', '013600', '013800', '014200', '015200', '015400', '016000', '016200', '016400']"
11208,"['107000', '107800', '111600', '111800', '112000', '115000', '116400', '116600', '116800', '117000', '117201', '117202', '117400', '117601', '117602', '117800', '118000', '118201', '118202', '118400', '118600', '118800', '119000', '119200', '119400', '119600', '120000', '120200', '120800', '121000', '121400', '122000']"
11372,"['026500', '026700', '026901', '027300', '027500', '027700', '027900', '028100', '028300', '028500', '028700', '028900', '029100', '033900', '037500']"
11225,"['017700', '021300', '031900', '032100', '032300', '032500', '032700', '032900', '033100', '033300', '079601', '079801', '079802', '080000', '080200', '080400', '080600']"
11224,"['032600', '032800', '033000', '033600', '034000', '034200', '034800', '035000', '035200', '035400', '035601', '035602']"
11368,"['037300', '037500', '037700', '037900', '038100', '038301', '038302', '039900', '040100', '040300', '040500', '040700', '040900', '041100', '041300', '041500', '042700', '043701', '043702', '043900', '044301', '044302', '045500', '046500']"
11369,"['032900', '033700', '033900', '034700', '035100', '035300', '035700', '036100', '036300', '036500', '036700', '037100', '037300']"
11366,"['077904', '124100', '124700', '125700', '127700', '128300', '133300', '133900', '134700']"
11223,"['029800', '030800', '037401', '037402', '038200', '038600', '038800', '039000', '039200', '039400', '039600', '039800', '040000', '040200', '040400', '040600', '040800', '041000', '041200', '041401', '041402', '041600', '041800', '042000', '042200', '042400', '042600', '042800', '055600', '058200', '058400']"
11364,"['128300', '129102', '129103', '129104', '136700', '137700', '138501', '139900', '140300', '140901', '140902', '142900', '143500', '144100', '145102']"
11365,"['120700', '121100', '121500', '122300', '122701', '122702', '124100', '124700', '125700', '133300', '134100', '134700', '140902', '141700', '142900']"
11362,"['138502', '147900', '150701', '150702', '152901', '152902']"
11363,"['147900', '148300']"
11360,"['099701', '099703', '099704', '099705', '108500', '109300']"
11222,"['044900', '047700', '049900', '051500', '051700', '056100', '056300', '056500', '056900', '057100', '057300', '057500', '057900', '058900', '059100', '059300']"
11221,"['026100', '026300', '026500', '026700', '027500', '027700', '027900', '028100', '028700', '028900', '029100', '029300', '029500', '037500', '038300', '038500', '038700', '038900', '039100', '039300', '039500', '039700', '039900', '041300', '041500', '041700', '041900', '042100', '042300', '043300', '043500', '043700']"
11220,"['000200', '001800', '002000', '002200', '003000', '003400', '006800', '007000', '007200', '007400', '007600', '007800', '008000', '008200', '009200', '009400', '009600', '009800', '010000', '010200', '010400', '010600', '010800', '011600', '011800', '012000', '012200', '012600', '012801', '013000', '013200']"
11212,"['036100', '036300', '086400', '086600', '088000', '088200', '088400', '088600', '088800', '089000', '089200', '089400', '089600', '089800', '090000', '090200', '090600', '090800', '091000', '091200', '091600', '091800', '092000', '092200', '092400']"
11213,"['027100', '030700', '030900', '031100', '031300', '033100', '033300', '033500', '033700', '033900', '034100', '034300', '034500', '034700', '034900', '035100', '035300', '035500', '035700']"
11210,"['051601', '054600', '064200', '072600', '073200', '073400', '073600', '073800', '074000', '074200', '074400', '074600', '074800', '075000', '075200', '075400', '075600', '075800', '076000', '076200', '076600', '077000', '077200', '077400', '077600', '078000', '078200', '078400', '078600', '078800', '082800', '083000', '083600']"
11211,"['044900', '047700', '048100', '048500', '049500', '049700', '050100', '050300', '051300', '051500', '051700', '051900', '052300', '052500', '052700', '052900', '053300', '053500', '053700', '053900', '054300', '054500', '054700', '054900', '055100', '055300', '055500', '055700', '056100', '056900']"
10039,"['021400', '023200', '023400', '023502', '023600', '024302', '025900', '031100']"
10038,"['000700', '000800', '001501', '001502', '002500', '002700', '002900']"
11214,"['016800', '017200', '017400', '017600', '017800', '018000', '018200', '018800', '026400', '026800', '027000', '027200', '027400', '027600', '027800', '028000', '028200', '028400', '028600', '028800', '029000', '029200', '029400', '029600', '029800', '030000', '030200', '030400', '030600', '030800', '031400', '034800', '040400', '042800']"
11215,"['011700', '011900', '012100', '013300', '013500', '013700', '013900', '014100', '014300', '014500', '014700', '014900', '015100', '015300', '015500', '015700', '016500', '016700', '016900', '017100', '017500', '150200']"
10035,"['017800', '018200', '018400', '018800', '019200', '019400', '019600', '019800', '020600', '024000', '024200']"
10034,"['027500', '028700', '029100', '029300', '029500', '029700', '029900', '030300', '030700']"
10037,"['020600', '020800', '021000', '021200', '021400', '022800', '024200']"
10036,"['008400', '009600', '011300', '011500', '011700', '011900', '012100', '012500', '012700', '012900']"
10031,"['021303', '021703', '021900', '022301', '022302', '022500', '022700', '022900', '023100', '023300', '023501', '023700']"
10030,"['021500', '022102', '022600', '022700', '022800', '023000', '023200', '025900']"
10033,"['025500', '026100', '026300', '026500', '026700', '026900', '027100', '027300', '027500', '031100']"
10032,"['023501', '023700', '023900', '024100', '024301', '024500', '024700', '024900', '025100', '025300', '025500', '026300']"
11359,['099900']
11358,"['101700', '105900', '108500', '109900', '113300', '113900', '114100', '114700', '115100', '117100', '117500', '118100', '118500', '119100', '119300', '119500', '119900', '120700', '141700', '142900', '145101', '145900']"
11005,['155101']
11004,"['155102', '157101', '157901', '157902', '157903']"
11697,"['091601', '091602', '091800']"
11694,"['091800', '092200', '092800', '093401', '093402', '093800', '094201']"
11695,[]
11357,"['088901', '094500', '097300', '098100', '098700', '099100', '099701', '101700', '102900', '103300', '103900', '104700', '105900']"
11356,"['090700', '091900', '092500', '092900', '093900', '094500', '094700']"
11355,"['079701', '079702', '079900', '080301', '083700', '084500', '084900', '085300', '085500', '085700', '085900', '086100', '086300', '087100', '116300', '116700', '118500', '118700', '118900', '119100', '119900', '120100', '120300', '120500', '121500']"
11354,"['085300', '085500', '086300', '086500', '086900', '087100', '088901', '090700', '091900', '104700', '105900', '115100', '115500', '115700', '115900', '116100', '116300', '116700', '117100']"
11216,"['021900', '022100', '022700', '022900', '023300', '024300', '024500', '024700', '024900', '025100', '025300', '026100', '026300', '026500', '026700', '026900', '027100', '027300', '027500', '031300', '031500', '031701', '031702']"
11217,"['003300', '003500', '003700', '003900', '004100', '007100', '007500', '011900', '012700', '012901', '012902', '013100', '015900', '016100', '017900', '018100']"
10309,"['019800', '020801', '020803', '020804', '022600', '024401', '024402', '024800']"
10308,"['013203', '014604', '014605', '014606', '014607', '014608', '015601', '015603']"
10307,"['019800', '024401', '024402', '024800']"
10306,"['011201', '011202', '011401', '011402', '012200', '012804', '012805', '012806', '013201', '013203', '013204', '013400', '013800', '014606', '018100', '027900']"
10305,"['000600', '000800', '001800', '002001', '002002', '003600', '005000', '006400', '007000', '007400', '009601', '009602', '011201', '011202', '011401']"
10304,"['000600', '001700', '002100', '002700', '002900', '003300', '004000', '004700', '005000', '009601', '009602', '011401', '017700', '018100']"
10303,"['020700', '021300', '022300', '023100', '023900', '024700', '029102', '030301', '030302', '031901', '031902', '032300']"
10302,"['013302', '014100', '015100', '020100', '020700', '021300', '024700', '025100']"
10301,"['000300', '000700', '000900', '001100', '001700', '002100', '003300', '003900', '004700', '005900', '006700', '007500', '007700', '008100', '009700', '014700', '016901', '017700']"
10028,"['013600', '013800', '014000', '014200', '014401', '014402', '014601', '014602', '014801', '015001', '015002']"
10029,"['015602', '015802', '016002', '016200', '016400', '016600', '016800', '017000', '017200', '017401', '017402', '017800', '018000', '018200', '018400', '018800']"
10026,"['018600', '019000', '019300', '019701', '019702', '020000', '020102', '021600', '021800', '022000', '025700']"
10027,"['020000', '020101', '020300', '020500', '020701', '020800', '020901', '021100', '021303', '021500', '021703', '021900', '022000', '022200', '022400', '022600', '025700']"
10024,"['016100', '016300', '016500', '016700', '016900', '017100', '017300', '017500', '017700', '017900', '018300', '018700', '019100', '019500', '019900', '020500', '021100']"
10025,"['017700', '017900', '018100', '018300', '018500', '018700', '018900', '019100', '019300', '019500', '019701', '019900', '020101', '020500']"
10022,"['008603', '009800', '010000', '010200', '010601', '010602', '010800', '011000', '011202', '011203', '011401', '011402']"
10023,"['014500', '014700', '014900', '015100', '015300', '015500', '015700', '015900', '016100', '016300']"
10020,"['009600', '010400', '012500']"
10021,"['010602', '011600', '011800', '012000', '012200', '012400', '012600', '012800', '013000', '013200', '013400']"
11429,"['051000', '051200', '051600', '053401', '053601', '053800', '054000', '056800', '058000', '058200', '059000', '059200']"
11219,"['011000', '011200', '011400', '011600', '011800', '012000', '012801', '019000', '019200', '019400', '019600', '021000', '021200', '021400', '021600', '021800', '022000', '022200', '022400', '023000', '023200', '023400', '023600', '023800', '024000', '024200', '025000', '026200']"
11230,"['042000', '043800', '044000', '044200', '044400', '044600', '044800', '045000', '045200', '045400', '045600', '045800', '046000', '046201', '046202', '047600', '048000', '048200', '052000', '052600', '052800', '053000', '053200', '053400', '053800', '054200', '054400', '054600', '075800', '076000', '076200', '076400', '076600', '076800', '077200']"
11428,"['048400', '049600', '051200', '054000', '054200', '055400', '055600', '055800', '056000', '056200', '056400', '056600', '056800', '162100']"
11421,"['000200', '000400', '000600', '000800', '001000', '001200', '001400', '001600', '001800', '002000', '002200', '002400', '002800', '003000', '064101', '064102']"
11420,"['009600', '010000', '010200', '010400', '010600', '016600', '016800', '017000', '017200', '017400', '017600', '017800', '018000', '081400', '081800', '083800', '084000', '084601', '084602', '086400']"
11423,"['040400', '044400', '046800', '047000', '047200', '047600', '047800', '048000', '048200', '048400', '050000', '050201', '050202', '051000', '127700']"
11422,"['061601', '061602', '061800', '063200', '063800', '064600', '065000', '065400', '065600', '066000', '066400', '069400']"
11427,"['047800', '048400', '049200', '054800', '055200', '055400', '055600', '129102', '130100', '156700', '162100']"
11426,"['056400', '155102', '156700', '157101', '157102', '161700', '162100']"
10310,"['005900', '006700', '009700', '010500', '012100', '012500', '013301', '013302', '014100', '014700', '015100']"
10312,"['014604', '014607', '015601', '015602', '015603', '017005', '017007', '017008', '017009', '017010', '017011', '017012', '017600', '019800', '020801', '020804', '022800', '027900']"
10314,"['014700', '015100', '016901', '017300', '017700', '018100', '018701', '018702', '018901', '018902', '019700', '020100', '022800', '025100', '027301', '027302', '027702', '027704', '027705', '027706', '029102', '029103', '029104', '030301', '030302']"
11231,"['004700', '004900', '005100', '005300', '005900', '006300', '006500', '006700', '006900', '007500', '007700', '008500']"
11238,"['015900', '016300', '017700', '017900', '018100', '019300', '019700', '019900', '020100', '020300', '020500', '020700', '021500', '021700', '021900', '022100', '022700', '022900', '023100', '023300', '030500']"
11239,"['105801', '105804', '107000', '107800']"
10019,"['010400', '011201', '012500', '012700', '012900', '013100', '013300', '013500', '013700', '013900', '014500', '014700', '015100']"
10018,"['008400', '009900', '010900', '011100', '011300', '011500', '011700']"
10013,"['002100', '002900', '003100', '003300', '003700', '003900', '004100', '004500', '004700']"
10012,"['003700', '004100', '004300', '004500', '004700', '004900', '005501', '005502', '006500']"
10011,"['005400', '006300', '006500', '007100', '007700', '008100', '008300', '008700', '008900', '009100', '009300', '009900']"
10010,"['005000', '005200', '005400', '005600', '005800', '006000', '006200', '006400', '006600', '006800']"
10017,"['008000', '008200', '008601', '008602', '008603', '008800', '009000', '009200', '009400', '009800', '010000']"
10016,"['005600', '006200', '006600', '006800', '007000', '007200', '007400', '007800', '008000', '008200', '008601', '008800']"
11236,"['072200', '088800', '092200', '092800', '093000', '093400', '093600', '094401', '094600', '095000', '095400', '095600', '095800', '096000', '096200', '096400', '096600', '096800', '097000', '097400', '098200', '098400', '098600', '098800', '099000', '099200', '099400', '099600', '099800', '100400', '100600', '100800', '101000', '101200', '101400', '101600', '101800', '102000', '102200', '102400', '102600', '102800', '103400', '109800']"
10014,"['003700', '006700', '006900', '007100', '007300', '007500', '007700', '007900', '008300']"
11432,"['023000', '023600', '024000', '044400', '044601', '044602', '044800', '045000', '045200', '045400', '045600', '045800', '046000', '046200', '046400', '046600', '046800', '047200', '077905', '126500', '126700', '127700']"
11433,"['020400', '020800', '024600', '025400', '025800', '026000', '026200', '026400', '026600', '027000', '041400', '042400', '043400', '044000', '044400', '044601']"
11436,"['018200', '018401', '018402', '018600', '018800', '019000', '019200', '078800', '079000', '079200']"
11434,"['018401', '019000', '026600', '027000', '027200', '027400', '027600', '027800', '028000', '028200', '028400', '028800', '029400', '030600', '032000', '033000', '033401', '033402', '035200', '036600', '036800', '042400', '042600', '043200']"
11435,"['019000', '019200', '019400', '019600', '019800', '020200', '020400', '020600', '020800', '021200', '021400', '022001', '022002', '023000', '023200', '023800', '024000', '025400', '026000', '026200', '027000', '077905']"
10004,"['000100', '000500', '000700', '000900', '001300', '001502', '031704', '031900']"
10005,"['000700', '000900', '001502']"
10006,['001300']
10007,"['001300', '002100', '002900', '003100', '003300']"
10001,"['005800', '007600', '009100', '009300', '009500', '009700', '009900', '010100', '010300', '010900', '011100']"
10002,"['000201', '000202', '000600', '000800', '001001', '001002', '001200', '001401', '001402', '001600', '001800', '002000', '002201', '003001', '003601']"
10003,"['003602', '003800', '004000', '004200', '004800', '005000', '005200', '005502', '005700', '005900', '006100', '006400', '006500']"
11692,"['094202', '094203', '095400', '096400', '097202', '097203', '097204']"
10009,"['002000', '002202', '002400', '002601', '002602', '002800', '003002', '003200', '003400', '004400']"
11693,"['094201', '094202', '094203', '107201']"
10475,"['027600', '030200', '045600', '046201', '046202']"
10474,"['009300', '011502', '011700']"
10471,"['028500', '030701', '030900', '031900', '032300', '033500', '033700', '034300', '034500', '035100', '043500']"
10470,"['041400', '041800', '043400', '043500', '044200', '044901', '044902', '045101', '045102']"
10473,"['000200', '000400', '001600', '002000', '002400', '002800', '003800', '004200', '004600', '007400', '008400', '008600', '009000', '009800']"
10472,"['004001', '004400', '004800', '005001', '005002', '005200', '005400', '005600', '006200', '006400', '006800', '007000', '007200', '007600', '007800']"
11691,"['097202', '097203', '097204', '099200', '099801', '099802', '100801', '100802', '101001', '101002', '103201', '103202']"
11361,"['109300', '109700', '109900', '111300', '112300', '112900', '113300', '118100', '138501', '144100', '144700', '145102', '146300', '146700', '147100']"
11226,"['050600', '050801', '050803', '050804', '051001', '051002', '051200', '051400', '051601', '051602', '051800', '052000', '079000', '079200', '079400', '079601', '079602', '079802', '080200', '080400', '081800', '082000', '082200', '082400', '082600', '082800', '083000', '152200']"
10075,"['012800', '013000', '013200', '013400', '013600', '013800', '014000', '014200']"
10466,"['038600', '039400', '039600', '039800', '040400', '040600', '040800', '041800', '042000', '042200', '042400', '042600', '042800', '043000', '043400', '043600', '044200', '044400', '044800', '045600', '045800', '046000', '048400']"
10467,"['032800', '033000', '033201', '033202', '033600', '033800', '034000', '037200', '037400', '037600', '037800', '038000', '039000', '039200', '039400', '039600', '041900', '042100', '042300', '042500', '042901', '042902', '043100', '043500']"
10464,"['045600', '050400', '051600']"
10465,"['009000', '011000', '011800', '013000', '013200', '013800', '014400', '015200', '015800', '016000', '016200', '016400', '016600', '019400', '027401', '027402']"
10462,"['009200', '009600', '020200', '020400', '020601', '021001', '021002', '021200', '021601', '021602', '022000', '022200', '022401', '022403', '022404', '022800', '023000', '023200', '023600', '023800', '024000', '024400', '024600', '024800', '025000', '025200', '025600', '033400']"
10463,"['026900', '027300', '027700', '027900', '028100', '028300', '028500', '028700', '028900', '029301', '029302', '029500', '029700', '030100', '030701', '030900', '033500', '040900', '030900']"
10460,"['006000', '015300', '015500', '015700', '016100', '021601', '021800', '022000', '023600', '024000', '033400', '035900', '036100', '036300', '036501', '036502', '036700', '037100', '039300']"
10461,"['009600', '018400', '019400', '020000', '020200', '020400', '024800', '025000', '025200', '025400', '025600', '026400', '026601', '026602', '027600', '028400', '028600', '028800', '029600', '030000']"
10468,"['023703', '023900', '025300', '025500', '025700', '026100', '026300', '026500', '026701', '026702', '026900', '027300', '040100', '040303', '040304', '040701', '040900', '041100']"
10469,"['028400', '031000', '031200', '031400', '031600', '031800', '032400', '032600', '032800', '033400', '034000', '034200', '034400', '034800', '035000', '035600', '035800', '036000', '036400', '036800', '037000', '038200', '038600', '038800', '039800', '046000', '046202']"
11411,"['038400', '051600', '053401', '059000', '059200', '059400', '059600', '059800', '060000', '060600', '060800', '061000', '061200', '061400', '062200']"
11412,"['036600', '037600', '038400', '039400', '039800', '040000', '040200', '040400', '042400', '044400', '050400', '050600', '050800', '051000', '051800', '052000', '052200', '052400', '052600', '052800', '053000', '053200']"
11413,"['032000', '032800', '033000', '035200', '035800', '036600', '037600', '061601', '061800', '062000', '062400', '062600', '063000', '063200', '064600', '065000', '065400', '066400', '068000', '068200', '069000', '069400']"
11414,"['006201', '006202', '088400', '089200']"
11415,"['013200', '013400', '013600', '013800', '014000', '021600', '077300', '077500']"
11416,"['003200', '003400', '003600', '003800', '004001', '004200', '004401', '005200', '005400', '011000', '011200', '011400', '011600']"
11417,"['004002', '004401', '005000', '005200', '005400', '005800', '008600', '008800', '009400', '009600', '009800', '011200', '086400']"
11418,"['002400', '002600', '002800', '012200', '012400', '012601', '012602', '012800', '013000', '013200', '013400', '013800', '014000', '014201', '014202', '014400', '021600', '064102', '077300', '077500']"
11419,"['009600', '009800', '010000', '010400', '010600', '010800', '011000', '011800', '012000', '014202', '014800', '015000', '015200', '015400', '015600', '015801', '015802', '016400', '016600']"
11367,"['038302', '077902', '077903', '077904', '077905', '077906', '077907', '077908', '079300', '080302', '080900', '083700', '122702']"
11373,"['026700', '026901', '026902', '027100', '044302', '045700', '045900', '046100', '046300', '046500', '046700', '046900', '047100', '047300', '047500', '047900', '048100', '048300', '048500', '048900', '049900', '050500', '050700', '068300', '068700']"
